iter	Logloss
142	0.4399236504
143	0.4398082073
144	0.4397511322
145	0.4396609712
146	0.439592203
147	0.4394972659
148	0.4394206948
149	0.4393561674
150	0.4392929382
151	0.439202631
152	0.4390904589
153	0.4389873864
154	0.4388433976
155	0.4387426129
156	0.4386173285
157	0.4385304571
158	0.4384095751
159	0.4383554651
160	0.4382790249
161	0.4382122838
162	0.4381038767
163	0.4379526675
164	0.4378312391
165	0.4377457569
166	0.4376397537
167	0.4375652918
168	0.4374518436
169	0.4373004123
170	0.437241341
171	0.4371315541
172	0.4370792313
173	0.4369616611
174	0.436901482
175	0.4368279015
176	0.4366812231
177	0.4366345518
178	0.4365103926
179	0.4364341315
180	0.4363704395
181	0.4362605004
182	0.4361742845
183	0.4361168765
184	0.4360302654
185	0.435974591
186	0.4359234786
187	0.4358408872
188	0.4357442981
189	0.4356338449
190	0.4355401503
191	0.4353938259
192	0.4353223699
193	0.4352681889
194	0.4351754892
195	0.4350464255
196	0.4349744665
197	0.4349295915
198	0.4348480872
199	0.4347376896
200	0.4345855589
201	0.4345008601
202	0.4344179635
203	0.4343409782
204	0.434266928
205	0.4341618853
206	0.4340809644
207	0.4340446235
208	0.4338983356
209	0.4338478738
210	0.4337429651
211	0.4336314141
212	0.4335529736
213	0.4334105734
214	0.4333336236
215	0.4332517951
216	0.4330974197
217	0.4330351125
218	0.4329678421
219	0.4328834788
220	0.4327406683
221	0.4327052736
222	0.4326148
223	0.4324675648
224	0.4324228721
225	0.432354924
226	0.4322402158
227	0.4320656359
228	0.4320063469
229	0.4319271
230	0.4318692861
231	0.4317904679
232	0.4316872881
233	0.4316032277
234	0.4315467912
235	0.4314736177
236	0.4313967636
237	0.431331363
238	0.4312268059
239	0.4311494072
240	0.4310841563
241	0.4310283681
242	0.4309565198
243	0.4308286683
244	0.4307221328
245	0.4306753035
246	0.4306076169
247	0.4305508246
248	0.4304648083
249	0.4303478964
250	0.4302936428
251	0.4302539139
252	0.4301082062
253	0.430049657
254	0.4299612294
255	0.4298760021
256	0.4297938905
257	0.4297501651
258	0.4296490679
259	0.4295104523
260	0.4294255324
261	0.4293099156
262	0.4292327629
263	0.42917049
264	0.4291248711
265	0.4290650213
266	0.42902752
267	0.4289249416
268	0.4288218635
269	0.4287571124
270	0.4286683565
271	0.4286097757
272	0.4285409699
273	0.4284842268
274	0.4284202257
275	0.4283108256
276	0.4281919959
277	0.428092616
278	0.4280118851
279	0.4278884645
280	0.4277460835
281	0.4276823533
282	0.4275807905
283	0.4274088758
284	0.4272873348
285	0.4272061596
286	0.4271423569
287	0.427099085
288	0.4270026063
289	0.4268672819
290	0.4268110216
291	0.4267240769
292	0.426617151
293	0.4265350293
294	0.4264435332
295	0.4263866438
296	0.4262845276
297	0.4261388999
298	0.4260962634
299	0.4260480979
300	0.425994975
301	0.4259207515
302	0.4258530609
303	0.425744436
304	0.4256836366
305	0.4256366494
306	0.425598225
307	0.4255250669
308	0.4254646038
309	0.4253734725
310	0.425300376
311	0.4252122057
312	0.4251641336
313	0.4250852874
314	0.4250007058
315	0.4249203877
316	0.4248100854
317	0.4247461
318	0.4246488799
319	0.424623708
320	0.4245684825
321	0.4244849427
322	0.4244100093
323	0.4243537498
324	0.4242638166
325	0.4242126351
326	0.4241089186
327	0.4240354846
328	0.4239611045
329	0.4239077156
330	0.4238607799
331	0.4237286939
332	0.4236558329
333	0.4235142449
334	0.423418245
335	0.4233472613
336	0.4233001484
337	0.4231444034
338	0.4230932776
339	0.423075324
340	0.4230054974
341	0.4229546615
342	0.4227997426
343	0.422688603
344	0.4225586023
345	0.4224945295
346	0.4224130222
347	0.4222921589
348	0.422163289
349	0.4221141025
350	0.4220462895
351	0.4219838941
352	0.4218978166
353	0.4218338028
354	0.4217828049
355	0.4217310769
356	0.4216869171
357	0.4216273898
358	0.421536777
359	0.42141079
360	0.4212977341
361	0.4211727886
362	0.4211314234
363	0.4210860939
364	0.4210355265
365	0.4209780993
366	0.4208669958
367	0.4208044549
368	0.4207185548
369	0.420525791
370	0.4204875628
371	0.4204018335
372	0.4203418483
373	0.4202110669
374	0.4201258423
375	0.4200123515
376	0.4199642166
377	0.4198999696
378	0.4198089574
379	0.4196759916
380	0.4195514545
381	0.4194524649
382	0.4193663614
383	0.4192184879
384	0.4191318297
385	0.4190739347
386	0.4189702882
387	0.4188934599
388	0.4187962355
389	0.4187104714
390	0.4186500503
391	0.4185980797
392	0.4185244461
393	0.4184363971
394	0.4183985894
395	0.4182876707
396	0.4181802859
397	0.4180894738
398	0.4180356351
399	0.4179503192
400	0.4178906813
401	0.4178041258
402	0.4177054686
403	0.4175816837
404	0.4175126086
405	0.4174339712
406	0.4173695109
407	0.4172928341
408	0.4171480883
409	0.4170789068
410	0.4170486548
411	0.4169882663
412	0.4168824103
413	0.4166924189
414	0.4165839703
415	0.4165092486
416	0.4163550471
417	0.4162572649
418	0.4161781677
419	0.4161044034
420	0.4159985306
421	0.4158714161
422	0.4158062701
423	0.4157486219
424	0.4156244364
425	0.4155112299
426	0.4153930372
427	0.4153191018
428	0.415227072
429	0.41511622
430	0.4150418884
431	0.414929592
432	0.4148581305
433	0.414792391
434	0.4145936607
435	0.4144834279
436	0.4143361918
437	0.4142432978
438	0.4141362015
439	0.4140398368
440	0.413934225
441	0.4138760985
442	0.4138172441
443	0.4136986498
444	0.4136103638
445	0.4135651508
446	0.4134673053
447	0.4133919885
448	0.4133360044
449	0.4132464396
450	0.4131429625
451	0.4130710343
452	0.413000214
453	0.4129232592
454	0.4128606391
455	0.4127717325
456	0.4126801848
457	0.4126399907
458	0.4125496199
459	0.412475181
460	0.4123242946
461	0.4122605485
462	0.4121946925
463	0.4120921284
464	0.4119641249
465	0.4118677684
466	0.4118223214
467	0.4117549341
468	0.4117117429
469	0.4116409796
470	0.4115109114
471	0.4113929147
472	0.4112743739
473	0.4111404471
474	0.411049873
475	0.4109335852
476	0.4108308442
477	0.4107412268
478	0.4106299287
479	0.4104903124
480	0.4104041355
481	0.4103185249
482	0.4102302402
483	0.4101534116
484	0.4100454907
485	0.4099510713
486	0.409859422
487	0.4097611529
488	0.40964655
489	0.4095464613
490	0.4094790043
491	0.4093874478
492	0.4093158231
493	0.4092520816
494	0.4091449732
495	0.4090346511
496	0.4089356959
497	0.4087923951
498	0.4087421599
499	0.4086760167
500	0.4085747097
501	0.4084487215
502	0.4083473703
503	0.4082533934
504	0.4081448339
505	0.408017424
506	0.4079421287
507	0.4078242011
508	0.407780302
509	0.4076602943
510	0.4075790219
511	0.4074161709
512	0.4072507865
513	0.4071557576
514	0.4070118215
515	0.4069410424
516	0.4068637109
517	0.4067360388
518	0.406635323
519	0.4064915381
520	0.4063679126
521	0.406185496
522	0.4061310362
523	0.4060521081
524	0.4059223202
525	0.4058166179
526	0.4057164972
527	0.4055805228
528	0.4054934597
529	0.4054056446
530	0.4052740372
531	0.405180727
532	0.4051032984
533	0.4049503593
534	0.4048640953
535	0.4047984668
536	0.4047319197
537	0.4046140819
538	0.4045235903
539	0.4044437194
540	0.4043468576
541	0.4042517381
542	0.4041638804
543	0.404044965
544	0.4039706926
545	0.403864906
546	0.4037406665
547	0.4036643353
548	0.4035488511
549	0.4034268791
550	0.4033470063
551	0.4032373972
552	0.4031710948
553	0.4030541934
554	0.4029767167
555	0.4029255865
556	0.4028618814
557	0.4027204138
558	0.40262186
559	0.4025141007
560	0.4024479989
561	0.4023947269
562	0.4022949902
563	0.4022328098
564	0.4020945786
565	0.4020043469
566	0.4019240258
567	0.4017835186
568	0.401733358
569	0.4016441475
570	0.4015386448
571	0.4014284633
572	0.4013600278
573	0.4012814409
574	0.4012293674
575	0.4010515649
576	0.4009601251
577	0.4009104251
578	0.4007636218
579	0.4006629683
580	0.4005852655
581	0.4005101326
582	0.4004107586
583	0.4003244634
584	0.4002298594
585	0.400064305
586	0.3999962552
587	0.3999262792
588	0.399846417
589	0.3997887969
590	0.3997182503
591	0.3995931719
592	0.3994491545
593	0.399401381
594	0.3992882676
595	0.3992249299
596	0.3991550862
597	0.3990436306
598	0.3989171451
599	0.3988040264
600	0.3987392779
601	0.398589966
602	0.3984796889
603	0.3983658095
604	0.3982738517
605	0.3981753087
606	0.3980863018
607	0.3979945964
608	0.397847906
609	0.3976885561
610	0.3976274046
611	0.3975609383
612	0.3974283067
613	0.3973557554
614	0.3972463552
615	0.3971535121
616	0.3970644369
617	0.3969578945
618	0.3968569041
619	0.3966865551
620	0.3966105961
621	0.3965602094
622	0.3964512987
623	0.3963505118
624	0.3962914497
625	0.396218084
626	0.3961812141
627	0.3960738897
628	0.3959663742
629	0.3958360336
630	0.3957268246
631	0.3956574452
632	0.3955744058
633	0.3954895262
634	0.3954170423
635	0.3953434765
636	0.3952472429
637	0.3951437549
638	0.3950956468
639	0.3949795271
640	0.3949341617
641	0.394782381
642	0.3946780022
643	0.394615328
644	0.3944949069
645	0.3943799012
646	0.3942695161
647	0.3941697708
648	0.3941060657
649	0.3940314136
650	0.393940742
651	0.3938490903
652	0.3937486431
653	0.3936166149
654	0.3935665159
655	0.393462623
656	0.3932965012
657	0.3932433602
658	0.3931636874
659	0.3930631087
660	0.3929053369
661	0.3927919792
662	0.3926933724
663	0.3925676549
664	0.3924924622
665	0.3923737582
666	0.3923027444
667	0.3922520044
668	0.3921178544
669	0.3920487119
670	0.3919365676
671	0.3918409721
672	0.3917039345
673	0.3916219697
674	0.3915782275
675	0.3915144796
676	0.3914066334
677	0.3913105759
678	0.3912089028
679	0.391178087
680	0.3910928796
681	0.3909849567
682	0.3908764914
683	0.3908068413
684	0.3907433468
685	0.3906132305
686	0.3904742826
687	0.3904219596
688	0.3903424577
689	0.3902300219
690	0.3901207712
691	0.390056945
692	0.3899688245
693	0.3899095754
694	0.3898555972
695	0.3897458411
696	0.3897029263
697	0.3895718928
698	0.3894167439
699	0.3893797065
700	0.3893104196
701	0.3892176549
702	0.3890996936
703	0.3890015499
704	0.3889188665
705	0.3888758401
706	0.3888011422
707	0.3887147908
708	0.3886079266
709	0.3885234399
710	0.3883911795
711	0.3883383874
712	0.3882733142
713	0.388187145
714	0.3881085287
715	0.3880256318
716	0.3879859492
717	0.3879047254
718	0.3878533679
719	0.387769798
720	0.387667751
721	0.387526112
722	0.3874573593
723	0.3873258598
724	0.3871996095
725	0.3871015871
726	0.3869840089
727	0.3869421057
728	0.3868867171
729	0.3867773395
730	0.3867147998
731	0.3865897032
732	0.3864875464
733	0.386461526
734	0.3863774461
735	0.3862920663
736	0.3861626622
737	0.3860239292
738	0.3859539853
739	0.3858488386
740	0.3857889168
741	0.3856595127
742	0.3855984618
743	0.3855273455
744	0.3854438656
745	0.3853304357
746	0.3852720413
747	0.3851375296
748	0.3850699422
749	0.385005406
750	0.3849660927
751	0.3848307534
752	0.3847079773
753	0.3846092117
754	0.3845326606
755	0.3843922497
756	0.3843325465
757	0.3842683953
758	0.3842304432
759	0.3841177591
760	0.3840119851
761	0.3838891651
762	0.3838343925
763	0.3837309816
764	0.3836195258
765	0.3835491956
766	0.3834614611
767	0.3834127997
768	0.3833523124
769	0.3832847842
770	0.3832278442
771	0.3831341037
772	0.3830036488
773	0.3829890655
774	0.3829476289
775	0.3828409353
776	0.3827348692
777	0.3826800316
778	0.3825512318
779	0.3824433459
780	0.3823843834
781	0.3822878245
782	0.382104333
783	0.3819796661
784	0.3818586992
785	0.3818228688
786	0.3817267095
787	0.3816709482
788	0.3815963522
789	0.3814925024
790	0.3814377326
791	0.3813304635
792	0.3812620505
793	0.3811687675
794	0.3810222265
795	0.3809229338
796	0.3808283112
797	0.3807498818
798	0.3806385546
799	0.3805485084
800	0.3804546287
801	0.3803636715
802	0.3803095671
803	0.3802792955
804	0.3801969808
805	0.3800969649
806	0.379990983
807	0.3798597259
808	0.3797854804
809	0.3797201428
810	0.3796282284
811	0.3795076644
812	0.3793911412
813	0.3793005039
814	0.3791470308
815	0.3790771714
816	0.3790553283
817	0.3789557177
818	0.378891435
819	0.3788437376
820	0.3787785022
821	0.3787147707
822	0.3786224264
823	0.3785191908
824	0.3784664416
825	0.3783901095
826	0.3783102918
827	0.3782510792
828	0.3781558193
829	0.3780841344
830	0.3780317548
831	0.3779622722
832	0.3778757141
833	0.3778074117
834	0.3777579839
835	0.3776893915
836	0.3776011953
837	0.3774794074
838	0.3773884213
839	0.3773190116
840	0.3772332766
841	0.3771339059
842	0.3770145741
843	0.3769602002
844	0.3769322716
845	0.3768951753
846	0.3767243147
847	0.3766394354
848	0.3765150517
849	0.3764352384
850	0.3762795023
851	0.3761905007
852	0.3761255539
853	0.3760421342
854	0.3759999916
855	0.3759219837
856	0.3757951817
857	0.3757314521
858	0.3756440517
859	0.3755754594
860	0.375489449
861	0.3753343886
862	0.3753076812
863	0.3752326222
864	0.3751809616
865	0.3751109999
866	0.3749992984
867	0.3748577396
868	0.3747000843
869	0.3746441785
870	0.3745701004
871	0.3745263901
872	0.3744709139
873	0.374386162
874	0.3743200337
875	0.3742610738
876	0.3741970698
877	0.3740581919
878	0.3739659065
879	0.3738399775
880	0.373802392
881	0.3737675272
882	0.3736518401
883	0.3735705446
884	0.3735053317
885	0.3734502107
886	0.3733453885
887	0.3732773222
888	0.3731238265
889	0.3729972958
890	0.3728728539
891	0.3727946789
892	0.3726377155
893	0.3725210534
894	0.3724233515
895	0.3723392958
896	0.3722560672
897	0.3720851493
898	0.3720285977
899	0.3719743072
900	0.3719401759
901	0.3718400326
902	0.3717959247
903	0.371674801
904	0.3716014702
905	0.3714827185
906	0.3714062395
907	0.3713643556
908	0.3713048551
909	0.37122314
910	0.3711272515
911	0.3710768019
912	0.3709944735
913	0.3708604863
914	0.3708223288
915	0.3707542361
916	0.3707144695
917	0.3705979774
918	0.3705202164
919	0.3704451043
920	0.3703306648
921	0.3702889399
922	0.3702179246
923	0.3701609029
924	0.3700159472
925	0.3699428841
926	0.3697855679
927	0.3697238694
928	0.3696916022
929	0.3695983933
930	0.3695245304
931	0.3694564902
932	0.3693873241
933	0.3693237553
934	0.3692074879
935	0.3690946301
936	0.3690437675
937	0.3689934626
938	0.3688756499
939	0.3688197992
940	0.3687837331
941	0.3686862114
942	0.3686302886
943	0.3685718346
944	0.3684779904
945	0.3683927328
946	0.3682843041
947	0.3681773421
948	0.3680513851
949	0.3679564228
950	0.3679082637
951	0.3678029743
952	0.367782725
953	0.3676972557
954	0.3676106089
955	0.3675662745
956	0.3674853343
957	0.3673936784
958	0.3673362476
959	0.367244584
960	0.3671779907
961	0.3670638225
962	0.3669245504
963	0.3668955138
964	0.3668296138
965	0.3667671848
966	0.3667140195
967	0.3666315043
968	0.3665901678
969	0.3665045262
970	0.3664189318
971	0.366292486
972	0.3661981609
973	0.3661036492
974	0.3659804651
975	0.3659369996
976	0.3658126356
977	0.3657567946
978	0.3657182651
979	0.3656790948
980	0.3656321719
981	0.3655721513
982	0.3654211291
983	0.3653435766
984	0.3652946964
985	0.3651601849
986	0.3650864477
987	0.3650008237
988	0.3648866046
989	0.3648387404
990	0.3647748952
991	0.3646569423
992	0.3645056279
993	0.3644646798
994	0.364397797
995	0.3643059374
996	0.3642311056
997	0.3641236928
998	0.3640785658
999	0.3639694262
